,PMCID,sentence
115,PMC4999195,"famide, there is a clear region in the interior (approximately <italic>n</italic> = 9&#x2013;17 evofosfamide doses) where the tumor size and sensitive and resistant population size are minimized. This re"
116,PMC4999195,"2 and 17. This implies that combination therapies incorporating more frequent, smaller doses of evofosfamide result in better treatment outcomes. Even more interestingly, all values of <italic>n</italic>"
117,PMC4999195,s to a dosing schedule which alternates between a single dose of erlotinib and a single dose of evofosfamide. We call these alternating dosing schedules. The dosing schedule corresponding to <italic>n</i
118,PMC4999195," to <italic>n</italic> = 12 in Class 2 consists of two low doses of erlotinib for every dose of evofosfamide, which is still quite similar to the alternating dosing schedules. Thus, even though the optim"
119,PMC4999195," each drug, the optimal therapies were those that utilized close to an equal number of doses of evofosfamide and erlotinib in a sequential alternating fashion.</p>
      </sec>
    </sec>
    <sec sec-ty"
120,PMC4999195,experimental and clinical pharmacokinetic data to investigate potential combinations of the HAP evofosfamide with the targeted tyrosine kinase inhibitor erlotinib against EGFR-activated non small cell lu
121,PMC4999195,n simultaneously (to avoid toxicities) and our model predicted that the complementary action of evofosfamide and erlotinib results in a combined ability to control the tumor&#x2019;s evolution and growth
122,PMC4999195,uction in probability of developing resistance. Deviating significantly from an equal number of evofosfamide and erlotinib doses leads to an increase in both average tumor burden and the probability of d
123,PMC4999195,"</list-item>
        <list-item>
          <p>Strategies minimizing the length of time after an evofosfamide dose and before erlotinib confer further benefits in reduction of tumor burden. The tumor popu"
124,PMC4999195,rlotinib confer further benefits in reduction of tumor burden. The tumor population response to evofosfamide is strong but short-lived; hence quickly intervening in the subsequent population growth phase
125,PMC4999195,g schedules) are likely the most effective because the constant switching between erlotinib and evofosfamide allows the strengths of these drugs to complement one another. Too much time spent taking erlo
126,PMC4999195,trengths of these drugs to complement one another. Too much time spent taking erlotinib without evofosfamide allows the sensitive cell population to remain quite substantial for a long period of time (du
127,PMC4999195," a high probability of a resistance mutation arising. On the other hand, too much time spent on evofosfamide without erlotinib allows the sensitive cell population to expand drastically since evofosfamid"
128,PMC4999195,evofosfamide without erlotinib allows the sensitive cell population to expand drastically since evofosfamide is unable to control its long-term growth. Alternating between these two drugs allows each one
129,PMC4999195,"otinib acts primarily on portions of the tumor microenvironment close to blood vessels, whereas evofosfamide acts primarily on hypoxic regions that are further from the blood stream. Because of this, alt"
130,PMC4999195," This same phenomenon has recently been observed with a different combination therapy utilizing evofosfamide in neuroblastoma and rhabdomyosarcoma preclinical models [<xref rid=""pcbi.1005077.ref048"" ref-"
131,PMC4999195,r evolutionary dynamics during single-agent and combination therapy suggests that erlotinib and evofosfamide may be effective together because they target separate subpopulations within the tumor microen
132,PMC4999195,"pre-existing resistance as well as modeling the bystander effect, which refers to the idea that evofosfamide, once activated in a hypoxic region of the tumor, diffuses outward and affects cancer cells in"
133,PMC4999195,"ype=""bibr"">19</xref>]. In addition, it would be useful to explore the effect of HAPs other than evofosfamide on the probability of developing resistance in order to determine whether the results presente"
134,PMC4999195, developing resistance in order to determine whether the results presented here are specific to evofosfamide or rather are a general phenomenon of HAPs used in combination with tyrosine kinase inhibitors
135,PMC4999195,her are a general phenomenon of HAPs used in combination with tyrosine kinase inhibitors. Since evofosfamide is hypoxia-activated and birth and death rates due to erlotinib are microenvironment-dependent
136,PMC4999195," and results in the manuscript. Specifically, this includes details regarding the erlotinib and evofosfamide plasma concentration function fits. Also included is the derivation of birth and death rates i"
137,PMC4999195,ntration function fits. Also included is the derivation of birth and death rates in response to evofosfamide. The definition of a treatment cycle for the combination dosing strategies is given in full de
138,PMC4999195,"article-title>Combined antitumor therapy with metronic topotecan and hypoxia-activated prodrug, evofosfamide, in neuroblastoma and rhabdomyosarcoma preclinical models</article-title>. <source>Clin Cancer"
0,PMC5033383,"ta-value>All prevalence data used in this study are available from the Open Science Framework. URL: osf.io/h8vsy/</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-meta>
    <n"
1,PMC5033383,"      <p>All prevalence data used in this study are available from the Open Science Framework. URL: osf.io/h8vsy/</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
      <title>"
0,PMC5105998,"-name>
          <meta-value>Data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ayw2p/"">https://osf.io/ayw2p/</ext-link>.</meta-value>
        </custom-meta>
      </custom-met"
1,PMC5105998,"value>Data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ayw2p/"">https://osf.io/ayw2p/</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC5105998,"vailability</title>
      <p>Data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ayw2p/"">https://osf.io/ayw2p/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type"
3,PMC5105998,"   <p>Data can be found at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ayw2p/"">https://osf.io/ayw2p/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC5242548,"the following identifiers: DOI <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.17605/OSF.IO/FH5U5"">10.17605/OSF.IO/FH5U5</ext-link> and ARK c7605/osf.io/fh5u5.</meta-value>
        </custo"
1,PMC5242548,"rs: DOI <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.17605/OSF.IO/FH5U5"">10.17605/OSF.IO/FH5U5</ext-link> and ARK c7605/osf.io/fh5u5.</meta-value>
        </custom-meta>
      </custom-"
2,PMC5242548,"xlink:href=""http://dx.doi.org/10.17605/OSF.IO/FH5U5"">10.17605/OSF.IO/FH5U5</ext-link> and ARK c7605/osf.io/fh5u5.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-meta>
    <n"
3,PMC5242548,"the following identifiers: DOI <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.17605/OSF.IO/FH5U5"">10.17605/OSF.IO/FH5U5</ext-link> and ARK c7605/osf.io/fh5u5.</p>
    </notes>
  </front>
"
4,PMC5242548,"rs: DOI <ext-link ext-link-type=""uri"" xlink:href=""http://dx.doi.org/10.17605/OSF.IO/FH5U5"">10.17605/OSF.IO/FH5U5</ext-link> and ARK c7605/osf.io/fh5u5.</p>
    </notes>
  </front>
  <body>
    <sec sec-t"
5,PMC5242548,"xlink:href=""http://dx.doi.org/10.17605/OSF.IO/FH5U5"">10.17605/OSF.IO/FH5U5</ext-link> and ARK c7605/osf.io/fh5u5.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
      <title>"
0,PMC5322885,"om the Mindboggle Open Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ydyxu/"">https://osf.io/ydyxu/</ext-link>). The Mindboggle-101 manually edited label data are ava"
1,PMC5322885,"Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ydyxu/"">https://osf.io/ydyxu/</ext-link>). The Mindboggle-101 manually edited label data are available on the Mindboggl"
2,PMC5322885,"the Mindboggle101 Open Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link>), the Mindboggle-101 Harvard Dataverse website (<ext-li"
3,PMC5322885,"Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link>), the Mindboggle-101 Harvard Dataverse website (<ext-link ext-link-type=""uri"" "
4,PMC5322885,"om the Mindboggle Open Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ydyxu/"">https://osf.io/ydyxu/</ext-link>). The Mindboggle-101 manually edited label data are ava"
5,PMC5322885,"Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ydyxu/"">https://osf.io/ydyxu/</ext-link>). The Mindboggle-101 manually edited label data are available on the Mindboggl"
6,PMC5322885,"the Mindboggle101 Open Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link>), the Mindboggle-101 Harvard Dataverse website (<ext-li"
7,PMC5322885,"Science Framework website (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link>), the Mindboggle-101 Harvard Dataverse website (<ext-link ext-link-type=""uri"" "
8,PMC5322885,"> The initial version of the Mindboggle software (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gfwcn/"">https://osf.io/gfwcn/</ext-link>) was written in Matlab (Mathworks, Inc., Natick, MA) as"
9,PMC5322885,"f the Mindboggle software (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gfwcn/"">https://osf.io/gfwcn/</ext-link>) was written in Matlab (Mathworks, Inc., Natick, MA) as part of a doctoral dis"
10,PMC5322885,"tml"">http://mindboggle.info/data.html</ext-link>, <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link>) is still the largest publicly available set of manuall"
11,PMC5322885,"info/data.html</ext-link>, <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link>) is still the largest publicly available set of manually edited human brain la"
12,PMC5322885,"nues to be subjected to a variety of evaluations (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/x3up7/"">https://osf.io/x3up7/</ext-link>) and applied in a variety of contexts. In this section,"
13,PMC5322885," a variety of evaluations (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/x3up7/"">https://osf.io/x3up7/</ext-link>) and applied in a variety of contexts. In this section, we compare related sha"
14,PMC5322885,"e=""table"" rid=""pcbi.1005350.t001"">Table 1</xref>; <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/9cn7s/"">https://osf.io/9cn7s/</ext-link>). To compare related (travel and geodesic depth, mean a"
15,PMC5322885,"5350.t001"">Table 1</xref>; <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/9cn7s/"">https://osf.io/9cn7s/</ext-link>). To compare related (travel and geodesic depth, mean and FreeSurfer curvature"
16,PMC5322885,"13</xref>) and in the 40 EMBARC control subjects (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jwhea/"">https://osf.io/jwhea/</ext-link>). For 16 cortical regions in the 40 subjects, we measur"
17,PMC5322885,"0 EMBARC control subjects (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/jwhea/"">https://osf.io/jwhea/</ext-link>). For 16 cortical regions in the 40 subjects, we measured scan-rescan reliabil"
18,PMC5322885,"ary statistics, and results are available online (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/r95wb/"">https://osf.io/r95wb/</ext-link>). While there was no clear winner, we can summarize our"
19,PMC5322885,"ults are available online (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/r95wb/"">https://osf.io/r95wb/</ext-link>). While there was no clear winner, we can summarize our comparison by computin"
20,PMC5322885,"les, and accompanying plots are available online (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/mhc37/"">https://osf.io/mhc37/</ext-link>).</p>
        <p><bold>Table A</bold> in the <xref ref-"
21,PMC5322885,"lots are available online (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/mhc37/"">https://osf.io/mhc37/</ext-link>).</p>
        <p><bold>Table A</bold> in the <xref ref-type=""supplementary-mat"
22,PMC5322885,"22</xref>] (after transverse temporal cortex; see <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/st7nk/"">https://osf.io/st7nk/</ext-link>), and low scan/rescan consistency for small brain struc"
23,PMC5322885,"verse temporal cortex; see <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/st7nk/"">https://osf.io/st7nk/</ext-link>), and low scan/rescan consistency for small brain structures corroborates Jovi"
24,PMC5322885,"an differences with interhemispheric differences (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/dp4zy/"">https://osf.io/dp4zy/</ext-link>), and using all 101 Mindboggle-101 brains. <bold>Table "
25,PMC5322885,"erhemispheric differences (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/dp4zy/"">https://osf.io/dp4zy/</ext-link>), and using all 101 Mindboggle-101 brains. <bold>Table B</bold> of the <xref r"
26,PMC5322885," rid=""pcbi.1005350.s005"">S5 Supplement</xref> and <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gzshf/"">https://osf.io/gzshf/</ext-link> for detailed results) [<xref rid=""pcbi.1005350.ref118"" "
27,PMC5322885,""">S5 Supplement</xref> and <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gzshf/"">https://osf.io/gzshf/</ext-link> for detailed results) [<xref rid=""pcbi.1005350.ref118"" ref-type=""bibr"">118</xr"
28,PMC5322885,"ed from these data (all results are accessible at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/d7hx8/"">https://osf.io/d7hx8/</ext-link>). Each table presents one value for each labeled region"
29,PMC5322885," results are accessible at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/d7hx8/"">https://osf.io/d7hx8/</ext-link>). Each table presents one value for each labeled region or sulcus for each of "
30,PMC5322885,"pcbi.1005350.ref119"" ref-type=""bibr"">119</xref>] (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/d7hx8/"">https://osf.io/d7hx8/</ext-link>). To identify shape measures associated with Alzheimer&"
31,PMC5322885,"f-type=""bibr"">119</xref>] (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/d7hx8/"">https://osf.io/d7hx8/</ext-link>). To identify shape measures associated with Alzheimer&#x2019;s disease, we us"
32,PMC5322885,"    </list-item>
        </list>
        <p>Data: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ydyxu/"">https://osf.io/ydyxu/</ext-link></p>
        <list list-type=""bullet"">
          <list-i"
33,PMC5322885,"  </list>
        <p>Data: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/ydyxu/"">https://osf.io/ydyxu/</ext-link></p>
        <list list-type=""bullet"">
          <list-item>
            <p>Exa"
34,PMC5322885,"t-item>
            <p>Example preprocessed data: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/8cf5z/"">https://osf.io/8cf5z/</ext-link></p>
          </list-item>
          <list-item>
      "
35,PMC5322885,"Example preprocessed data: <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/8cf5z/"">https://osf.io/8cf5z/</ext-link></p>
          </list-item>
          <list-item>
            <p>Anatomical lab"
36,PMC5322885,"tml"">http://mindboggle.info/data.html</ext-link>, <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link></p>
          </list-item>
        </list>
      </sec>"
37,PMC5322885,"info/data.html</ext-link>, <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/nhtur/"">https://osf.io/nhtur/</ext-link></p>
          </list-item>
        </list>
      </sec>
      <sec id=""sec037"""
38,PMC5322885,"tion of Human Brain Mapping [Internet]. 2010. <ext-link ext-link-type=""uri"" xlink:href=""https://mfr.osf.io/render?url=https://osf.io/tmjbn/?action=download%26mode=render"">https://mfr.osf.io/render?url=ht"
39,PMC5322885,"g [Internet]. 2010. <ext-link ext-link-type=""uri"" xlink:href=""https://mfr.osf.io/render?url=https://osf.io/tmjbn/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/tmjbn/?action"
40,PMC5322885,"ref=""https://mfr.osf.io/render?url=https://osf.io/tmjbn/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/tmjbn/?action=download%26mode=render</ext-link></mixed-citation>
     "
41,PMC5322885,"nder?url=https://osf.io/tmjbn/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/tmjbn/?action=download%26mode=render</ext-link></mixed-citation>
      </ref>
      <ref id=""pcb"
42,PMC5322885,"tion of Human Brain Mapping [Internet]. 2014. <ext-link ext-link-type=""uri"" xlink:href=""https://mfr.osf.io/render?url=https://osf.io/w2vda/?action=download%26mode=render"">https://mfr.osf.io/render?url=ht"
43,PMC5322885,"g [Internet]. 2014. <ext-link ext-link-type=""uri"" xlink:href=""https://mfr.osf.io/render?url=https://osf.io/w2vda/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/w2vda/?action"
44,PMC5322885,"ref=""https://mfr.osf.io/render?url=https://osf.io/w2vda/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/w2vda/?action=download%26mode=render</ext-link></mixed-citation>
     "
45,PMC5322885,"nder?url=https://osf.io/w2vda/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/w2vda/?action=download%26mode=render</ext-link></mixed-citation>
      </ref>
      <ref id=""pcb"
46,PMC5322885,"tion of Human Brain Mapping [Internet]. 2015. <ext-link ext-link-type=""uri"" xlink:href=""https://mfr.osf.io/render?url=https://osf.io/xfts3/?action=download%26mode=render"">https://mfr.osf.io/render?url=ht"
47,PMC5322885,"g [Internet]. 2015. <ext-link ext-link-type=""uri"" xlink:href=""https://mfr.osf.io/render?url=https://osf.io/xfts3/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/xfts3/?action"
48,PMC5322885,"ref=""https://mfr.osf.io/render?url=https://osf.io/xfts3/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/xfts3/?action=download%26mode=render</ext-link></mixed-citation>
     "
49,PMC5322885,"nder?url=https://osf.io/xfts3/?action=download%26mode=render"">https://mfr.osf.io/render?url=https://osf.io/xfts3/?action=download%26mode=render</ext-link></mixed-citation>
      </ref>
      <ref id=""pcb"
0,PMC5352141,"ta are available on the Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gtswq/"">https://osf.io/gtswq/</ext-link>.</meta-value>
        </custom-meta>
      </custom-met"
1,PMC5352141," Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gtswq/"">https://osf.io/gtswq/</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC5352141,"ta are available on the Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gtswq/"">https://osf.io/gtswq/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type"
3,PMC5352141," Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/gtswq/"">https://osf.io/gtswq/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC5363996,"ta used for testing the software are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/9q7dv/"">https://osf.io/9q7dv/</ext-link></meta-value>
        </custom-meta>
      </custom-meta"
1,PMC5363996," software are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/9q7dv/"">https://osf.io/9q7dv/</ext-link></meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-m"
2,PMC5363996,"ta used for testing the software are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/9q7dv/"">https://osf.io/9q7dv/</ext-link></p>
    </notes>
  </front>
  <body>
    <sec sec-type="
3,PMC5363996," software are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/9q7dv/"">https://osf.io/9q7dv/</ext-link></p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
  "
0,PMC5421818,"el code can be found on Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/bafms/"">https://osf.io/bafms/</ext-link> (Project title: Predicting Explorative Motor Learning U"
1,PMC5421818," Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/bafms/"">https://osf.io/bafms/</ext-link> (Project title: Predicting Explorative Motor Learning Using Decision-Making an"
2,PMC5421818,"el code can be found on Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/bafms/"">https://osf.io/bafms/</ext-link> (Project title: Predicting Explorative Motor Learning U"
3,PMC5421818," Open Science Framework at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/bafms/"">https://osf.io/bafms/</ext-link> (Project title: Predicting Explorative Motor Learning Using Decision-Making an"
0,PMC5440054,"xed and single infections are fully available from <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/a9gwm"">http://osf.io/a9gwm</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-g"
1,PMC5440054,"ions are fully available from <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/a9gwm"">http://osf.io/a9gwm</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-m"
2,PMC5440054,"xed and single infections are fully available from <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/a9gwm"">http://osf.io/a9gwm</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""i"
3,PMC5440054,"ions are fully available from <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/a9gwm"">http://osf.io/a9gwm</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
  "
0,PMC5480810,"-name>; <year>2004</year>
<ext-link ext-link-type=""uri"" xlink:href=""http://www.oreilly.com/openbook/osfreesoft/book/"">http://www.oreilly.com/openbook/osfreesoft/book/</ext-link>.</mixed-citation>
      <"
1,PMC5480810,"""uri"" xlink:href=""http://www.oreilly.com/openbook/osfreesoft/book/"">http://www.oreilly.com/openbook/osfreesoft/book/</ext-link>.</mixed-citation>
      </ref>
      <ref id=""pcbi.1005510.ref018"">
       "
0,PMC5549771,"therm/"">http://www.abren.net/protherm/</ext-link>, and specific data sets are given by Dehouck Y, Grosfils A, Folch B, Gilis D, Bogaerts P, Rooman M. Fast and accurate predictions of protein stability ch"
1,PMC5549771,"therm/"">http://www.abren.net/protherm/</ext-link>, and specific data sets are given by Dehouck Y, Grosfils A, Folch B, Gilis D, Bogaerts P, Rooman M. Fast and accurate predictions of protein stability ch"
2,PMC5549771,"pe=""journal"">
<name><surname>Dehouck</surname><given-names>Y</given-names></name>, <name><surname>Grosfils</surname><given-names>A</given-names></name>, <name><surname>Folch</surname><given-names>B</give"
0,PMC5550004,"tational model fits (separate copies deposited on <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/5g9rv"">https://osf.io/5g9rv</ext-link>; <ext-link ext-link-type=""uri"" xlink:href=""https://doi.or"
1,PMC5550004,"eparate copies deposited on <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/5g9rv"">https://osf.io/5g9rv</ext-link>; <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.5281/zenodo.24266"
2,PMC5550004,"tational model fits (separate copies deposited on <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/5g9rv"">https://osf.io/5g9rv</ext-link>; <ext-link ext-link-type=""uri"" xlink:href=""https://doi.or"
3,PMC5550004,"eparate copies deposited on <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/5g9rv"">https://osf.io/5g9rv</ext-link>; <ext-link ext-link-type=""uri"" xlink:href=""https://doi.org/10.5281/zenodo.24266"
0,PMC5604991,"          <meta-value>The data used for this study are available through Open Science Framework at: osf.io/mhxs5.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-meta>
    <n"
1,PMC5604991,"lity</title>
      <p>The data used for this study are available through Open Science Framework at: osf.io/mhxs5.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
      <title>"
0,PMC5627944,"le from the Open Science Framework database at <ext-link ext-link-type=""uri"" xlink:href=""http://www.osf.io/qa5k4"">www.osf.io/qa5k4</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-grou"
1,PMC5627944,"cience Framework database at <ext-link ext-link-type=""uri"" xlink:href=""http://www.osf.io/qa5k4"">www.osf.io/qa5k4</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-m"
2,PMC5627944,"le from the Open Science Framework database at <ext-link ext-link-type=""uri"" xlink:href=""http://www.osf.io/qa5k4"">www.osf.io/qa5k4</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intr"
3,PMC5627944,"cience Framework database at <ext-link ext-link-type=""uri"" xlink:href=""http://www.osf.io/qa5k4"">www.osf.io/qa5k4</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
  "
0,PMC5716601,"he Open Science Framework database (accession URL: <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/2xrga"">osf.io/2xrga</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta-group>
"
1,PMC5716601,"e Framework database (accession URL: <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/2xrga"">osf.io/2xrga</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC5716601,"he Open Science Framework database (accession URL: <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/2xrga"">osf.io/2xrga</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" "
3,PMC5716601,"e Framework database (accession URL: <ext-link ext-link-type=""uri"" xlink:href=""http://osf.io/2xrga"">osf.io/2xrga</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC5760072,"xist.</p>
        </fn>
        <corresp id=""cor001"">* E-mail: <email>oraf@ekmd.huji.ac.il</email> (OSF); <email>midas@laufercenter.org</email> (DK)</corresp>
      </author-notes>
      <pub-date pub-ty"
1,PMC5760072,"This work was supported by the European Research Council under the ERC Grant Agreement [310873] (to OSF), the USA-Israel Binational Science Foundation [2009418] (to OSF &amp; DK), and NSF grants DBI 1458"
2,PMC5760072,"e ERC Grant Agreement [310873] (to OSF), the USA-Israel Binational Science Foundation [2009418] (to OSF &amp; DK), and NSF grants DBI 1458509 and AF 1527292 (to DK). The funders had no role in study desi"
0,PMC5780187,"   <meta-value>All relevant data are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/semkz/"">https://osf.io/semkz/</ext-link>.</meta-value>
        </custom-meta>
      </custom-met"
1,PMC5780187,"vant data are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/semkz/"">https://osf.io/semkz/</ext-link>.</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article-"
2,PMC5780187,"itle>
      <p>All relevant data are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/semkz/"">https://osf.io/semkz/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type"
3,PMC5780187,"vant data are available at <ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/semkz/"">https://osf.io/semkz/</ext-link>.</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
 "
0,PMC5825175,"anuscript is available on Open Science framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/kbz3j/"">https://osf.io/kbz3j/</ext-link>).</meta-value>
        </custom-meta>
      </custom-me"
1,PMC5825175,"on Open Science framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/kbz3j/"">https://osf.io/kbz3j/</ext-link>).</meta-value>
        </custom-meta>
      </custom-meta-group>
    </article"
2,PMC5825175,"anuscript is available on Open Science framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/kbz3j/"">https://osf.io/kbz3j/</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-typ"
3,PMC5825175,"on Open Science framework (<ext-link ext-link-type=""uri"" xlink:href=""https://osf.io/kbz3j/"">https://osf.io/kbz3j/</ext-link>).</p>
    </notes>
  </front>
  <body>
    <sec sec-type=""intro"" id=""sec001"">
"
0,PMC5833290,"names></name>, <name><surname>Ostblom</surname><given-names>J</given-names></name>, <name><surname>Posfai</surname><given-names>E</given-names></name>, <name><surname>Rossant</surname><given-names>J</giv"
